06U91A0460,V3121,DIGITAL IC APPLICATIONS,11,-1,0
14545A0309,RT31034,INSTRUMENTATION & CONTROL SYSTEMS,24,4,0
14545A0309,RT31035,THERMAL ENGINEERING-II,25,9,0
14545A0309,RT31036,METROLOGY,23,8,0
14545A0401,RT31041,PULSE & DIGITAL CIRCUITS,16,2,0
14545A0401,RT31043,CONTROL SYSTEMS,13,0,0
14545A0401,RT31045,ANTENNAS AND WAVE PROPAGATION,16,17,0
14545A0404,RT31043,CONTROL SYSTEMS,19,4,0
14545A0404,RT31044,DIGITAL SYSTEM DESIGN & DICA,18,14,0
14545A0406,RT31016,IPR & PATENTS,23,-1,0
14545A0406,RT31041,PULSE & DIGITAL CIRCUITS,16,-1,0
14545A0406,RT31044,DIGITAL SYSTEM DESIGN & DICA,16,-1,0
14545A0407,RT31041,PULSE & DIGITAL CIRCUITS,16,4,0
14545A0407,RT31043,CONTROL SYSTEMS,12,2,0
14545A0407,RT31044,DIGITAL SYSTEM DESIGN & DICA,17,2,0
14545A0409,RT31041,PULSE & DIGITAL CIRCUITS,16,-1,0
14545A0409,RT31043,CONTROL SYSTEMS,10,-1,0
14545A0409,RT31045,ANTENNAS AND WAVE PROPAGATION,16,-1,0
14545A0410,RT31041,PULSE & DIGITAL CIRCUITS,16,3,0
14545A0410,RT31042,LINEAR INTEGRATED CIRCUIT APPLICATIONS,18,0,0
14545A0410,RT31044,DIGITAL SYSTEM DESIGN & DICA,17,1,0
14545A0410,RT31045,ANTENNAS AND WAVE PROPAGATION,17,21,0
14545A0412,RT31041,PULSE & DIGITAL CIRCUITS,16,5,0
14545A0412,RT31042,LINEAR INTEGRATED CIRCUIT APPLICATIONS,16,-1,0
14545A0412,RT31043,CONTROL SYSTEMS,18,0,0
14545A0414,RT31041,PULSE & DIGITAL CIRCUITS,16,4,0
14545A0414,RT31044,DIGITAL SYSTEM DESIGN & DICA,16,8,0
14545A0414,RT31045,ANTENNAS AND WAVE PROPAGATION,17,28,3
14545A0417,RT31041,PULSE & DIGITAL CIRCUITS,18,15,0
14545A0417,RT31043,CONTROL SYSTEMS,17,11,0
14545A0417,RT31045,ANTENNAS AND WAVE PROPAGATION,22,20,0
14545A0501,RT31051,COMPILER DESIGN,17,30,3
14545A0501,RT31054,DATABASE MANAGEMENT SYSTEMS,17,3,0
14545A0501,RT31055,OPERATING SYSTEMS,17,-1,0
